,Ratings,Full_review
10472,5,The phone is good for an average people. It is not meant for camera aur selfie people. The camera is not that good but good for days click. I have added some images.
10473,2,Battery was good but call recording option not supported and any other issues
10474,4,"Camera is below average 48MP is not good as compared with Realme C21y( It's depth and macro sensor is way better)  Performance is good, but I'm getting slight variation of slow speed on my first day.  Main drawback is that, the in-built system of recording calls, it shows a major defect, when each call is recorded, the phone system says ""ur call is being recorded"". Y are u doing such a stupid feature.  Then y are u putting this recording feature. Also even if it fully charged, it still shows..."
10475,5,Nice phone and good product thanks for flipkart ?????
10476,5,Nice phone but camera bad
10477,4,Mobile is goog for money
10478,3,Value for money mobile
10479,3,"Not up to marks. Very slow processing, and slow rendering. Laggging issue. Front camera is very poor. Sensors not working properly (may be software issue) Screen doesn't turn off during call. Battery backup is good."
10480,5,This phone is worth of 🤑 money.
10481,5,"Good budget phone,excellent camera and no hanging"
10482,1,Very bad for this price Heating very soon during charging Camera quality iss very bad not like 48MP
10483,4,Good performance very nice good mobile!
10484,5,I am writing review after 15 days. It looks good and battery life is also good. Design also looks fantastic. Display is very good.
10485,5,Must buy this phone 💯💯💯💯👍👍👍👍✊
10486,5,This is a very good product. And it's battery backup is really good.
10487,4,Performance is good
10488,5,Battery backup so good
10489,4,Value for money
10490,5,"Battery backup is awesome for gaming And it's display is really good, I love it ❤"
10491,5,Good product on this budget. Value for money .thank you flipcart
10492,4,Decent performance awesome battery backup Also get full hd+ display.Fast delivery thanks flipkart.
10493,4,Good product.. Good battery back up.. Camera is not that great... Overall ok..
10494,4,Camera is good
10495,4,Battery is good nice experience
10496,5,Supper moby
10497,5,Lagging user interface
10498,4,Nice
10499,5,Vary nice
10500,3,Facing heating issue at time of charging
10501,5,Very good
10502,5,It's very good product in a range
10503,4,v nice
10504,4,Nice product by redmi
10505,5,Good
10506,4,Good product
10507,5,Good product
10508,5,Nice phone
10509,5,Extra good and batry backup is good
10510,5,This is good phone under this category two days use in single charge
10511,2,Phone not working probably it's not 6 gb it's 4 gb and 128
10512,4,Too good
10513,5,Good phone lovely💕😍💕😍
10514,5,it's really awesome product I did really like this product and finally thank u flipkart
10515,5,Good mobile phone
10516,1,Bad camera and low performance
10517,5,Good salesperson
10518,5,"Splendid phone in the 11k budget. Flipkart did a fast and swift delivery. Got it the very next day. Pros:- 1. Performance is quite good and can support moderate gaming as well without lagging. 2. A decent front and back camera set. 3. Sleek and cheesy design, with good sound range. 4. One of the best 4/64 variants in this segment, with 6000 mAh battery and 18W fast charger. Cons:- 1. Display maybe a disadvantage for some, as brightness is not very high. 2. Front camera may be a bit too animat..."
10519,5,Good
10520,5,Best
10521,1,To much poor quality camera
10522,4,Value of money
10523,5,Great mobile.
10524,4,Get a poco M3 it's completely identical and slightly cheaper
10525,2,Selfie is very bad
10526,5,Such Good Quality and budget phone..
10527,4,Good
10528,4,Good product
10529,5,Awesome phone goood camera
10530,4,Super
10531,4,Good
10532,5,This Phone is just aw-more.. you can get pretty much everything you can dreamt of a budget phone..
10533,5,Nice products
10534,5,Good condition
10535,5,Good
10536,5,Really A very great product from Flipkart. You should buy this at reasonable price..
10537,4,Value for money
10538,5,This product is awesome. I love this product
10539,4,Good phone. Smooth experience so far no lag seen. Camera is good. Battery backup is gr88. User experience is awesome. Special thanks to flipkart as I got it delivered super quick within 2 days.
10540,4,Good
10541,4,Sometimes hanging
10542,5,Very good Product
10543,5,Nice
10544,5,Good
10545,5,Nice product ?
10546,5,It's awesome
10547,5,Just one thing Thank you Flipkart. Value for money product. It's always been great experience buying anything from Flipkart.
10548,5,Good👍
10549,1,Veey bad experience with this mobile Very legy experience Ui legs
10550,5,Go
10551,3,Ok
10552,5,Excellent👍
10553,5,All program superb
10554,5,Super phone
10555,3,Nice phone but weak processor ..
10556,1,wast of money
10557,3,Phone is good but camera is very bad
10558,5,Delivery is so fast & Absolutely fine & fabulous phone under 11000 rupees
10559,5,Best mobile in this price
10560,4,Good
10561,5,Nice Phone
10562,4,I like it 9 power
10563,5,Nice product
10564,4,Very good
10565,4,Quality of product is okay
10566,5,Good
10567,3,"Camera is so bad ,battery performance good ,display color is not good , body Type is very good , cpu performance good Mainly disappointed with camera"
10568,5,Good product
10569,4,Nice phone
10570,3,Ok
10571,5,Nice
10572,1,Very bad Quality all phone
10573,5,Very nice mobile
10574,5,Very nice product
10575,5,Good
10576,4,Good not best
10577,5,Good
10578,5,Good product
10579,5,Very nice
10580,4,Overall good phone
10581,5,Stands out as a gift item.
10582,5,Good phone in this range
10583,5,Nice
10584,5,Worth it
10585,5,Very good
10586,5,Good in this price range
10587,4,Overall this ph is good
10588,5,All is good
10589,5,Good product best quality and comfortable
10590,5,Nice
10591,4,Super product...
10592,3,Good
10593,2,Un happy from this product.
10594,5,Super phone
10595,5,Nice 🙂 Mobile 📱
10596,4,Nice product
10597,4,I like it
10598,5,Good product
10599,5,Excellent
10600,1,Bad
10601,5,I feel like a good product over all is good performance but camera is just good not best but i think improve them because about money this phone is very good
10602,5,Verygoodphone for the price..Good for students studying purpose..
10603,5,Satisfied with this phone
10604,5,Nice product
10605,4,Camera is not good otherwise ok
10606,5,"Very good product but front camera is 8 mp, it not work quality as 8 mp"
10607,5,Good phone in low budget.
10608,3,Thanks
10609,5,It's good phone at this price range
10610,5,Very good
10611,5,Good 👍
10612,5,Nice mobile phone
10613,1,Never seen such type of mobile. Don't waste money. I brought mobile last 20 days back and it is not working properly.
10614,5,Super
10615,2,Processor is bad so performance is also
10616,5,Great Phone
10617,3,Good
10618,4,Ok it
10619,1,Very worst phone
10620,5,It's a very nice phone
10621,3,Nice work
10622,5,I am happy
10623,4,Less value for money
10624,5,Nice phone
10625,3,Poor camera quality
10626,1,Bad quality and working program
10627,2,I'm not happy purchase this mobile.
10628,5,This model is not good.
10629,1,Chalange to you will regret for purchasing .even my old phone 8mp camera is better than this..really this is not 48mp...note this first....please dont buy this product👎👎👎😈
10630,4,Camera is good
10631,4,Good camera
10632,5,Good battery back up...
10633,5,"Value of money, perfect choice."
10634,5,"long time, i have been using this. No Lag No Hang Camera quality is good. Good in the budget. Can be used as remote for TV."
10635,4,Good
10636,5,Good one and I got in a less price with good performance
10637,5,Nice but camera is not too good It's battery life is extremely good
10638,5,Nice
10639,4,Battery back-up is so good
10640,5,Cool
10641,4,Good
10642,5,good phone best performece
10643,4,Exchaged phone less value given.
10644,3,Nice
10645,5,Nice
10646,4,Good performance
10647,5,Thank you Flipkart
10648,4,good
10649,5,Nice product
10650,5,"The quality of this phone is good, battery and display is better, but the phone is hit after some use"
10651,3,Nrml
10652,5,Very good product
10653,5,Very good
10654,3,It's good
10655,3,Mobile was hanging
10656,3,Oky
10657,5,Nice product...
10658,5,Good
10659,5,Good
10660,5,After some tym
10661,5,V good
10662,5,Good
10663,5,Awesome phone
10664,5,Nice
10665,5,Fabulous
10666,2,Very bad battery power
10667,3,It is good product
10668,5,Excellent
10669,4,Battery super
10670,2,📷 is bad
10671,5,Very nice product
10672,5,Super
10673,4,"Using again Redmi Phone .. but the interface has been changed , the battery backup is outstanding. Camera is also good but the minus point of this particular set is on call recording has been announced by device. Overall its a bery hardy set. As a user of last 6 years of Mi , I'm satisfied."
10674,4,Good
10675,5,Thanku flipkart
10676,5,Very good
10677,4,Everything is good in this mobile. But there is NO AUTO CALL RECORDING.. for all the calls.. & there is no Storage for it..
10678,5,Very good
10679,5,Excellent product
10680,3,Good
10681,4,Gud
10682,5,Good
10683,5,Superfast delivery time. Thank you so much flipkart.. First-time delivery only day. I am very proud for flipkart
10684,4,Amazing phone but camera is not like 48 mp
10685,5,Good
10686,5,Awesome
10687,4,Good Product
10688,1,Not Value For Many Camera Is Very Poor & heating issues
10689,5,Nice phone
10690,4,Nice
10691,5,Nic
10692,5,Simply awesome.. Value for money 👍
10693,5,Cheap and best mobile
10694,5,Supper phone
10695,5,Good nice phone
10696,4,Good
10697,4,Good phn
10698,5,Nice product
10699,5,Good
10700,4,Nice product
10701,2,Very bad
10702,5,Good
10703,5,This phone is very good compared to other phones. Battery backup is very good. And the camera is great
10704,5,Nice And beautiful😍😍😍😍😍😍😍😍❤❤❤❤❤❤❤😍😍😍😍😍😍
10705,4,Super performance
10706,1,Bad
10707,3,Balki and build quality is not good
10708,5,Good performance
10709,5,Outstanding
10710,5,Go for it
10711,3,Its hang during high quality gamming. It does not suit for gammers.
10712,5,Nyc one😋😍
10713,5,Good mobile phone
10714,5,Very Nice... Excellent...
10715,1,camera quality not good issue with software hangs slow performance. speaker issue..
10716,3,Over all satisfied but camera quality is dull.
10717,5,Nice mobile
10718,5,Good mobile
10719,1,worst mobile ever I prefer that don't take it waste of money
10720,5,Very nice
10721,1,Waste off money
10722,4,Happy having it
10723,5,This phone is awesom
10724,5,Nice
10725,4,Nice product must buy👍
10726,5,Excellent product
10727,5,Nice phone
10728,5,Sema worth off mobile
10729,4,Average phone on budget....
10730,5,Nice phone.
10731,2,Camera quality very poor. Display also not clear. Not bright.
10732,4,Very nice
10733,5,Awesome Phone
10734,4,As per budget it is very good.
10735,5,"Nice,sleek phone in 11000 budget, camera,battery superb,flipcart delevery exchange offer is qiite good Fabilus purchace"
10736,5,Good👍
10737,4,Good mobile
10738,5,Gud product thanks for redmi
10739,4,Nice
10740,4,Very good......
10741,4,Good battery backup and performance..
10742,5,Super
10743,1,Network clarity is very poor. Flipkart just ignore when one goes to return it!
10744,5,Good
10745,5,Good
10746,5,Ok ok
10747,5,Good
10748,4,Nice phone
10749,5,Nice
10750,5,Very good delivery Phone very nice Think u Flipkart
10751,4,Marely good
10752,5,Its amazing mobile....low price and good worth.....this mobile i gifted to my loved one....so amazing ....i love it..... I buy tha blue colour redmi .........
10753,5,Average
10754,5,Nice
10755,4,Good
10756,5,Nice
10757,5,Good
10758,4,Goog
10759,3,Good
10760,3,Price is too high more than quality
10761,5,Awesome product. Camera performance is better. display is very good and smooth.
10762,5,Vare happy nice
10763,1,Overheating
10764,5,Very nice
10765,5,Good experience
10766,5,Good
10767,5,Average quality
10768,4,Nice phone with good battery backup
10769,5,Super
10770,3,Super
10771,4,Nice 👍 product at this prize battery is amazing but display quality is as compair to other mi phone not God but nice at this prize range
10772,5,Good product and conditions
10773,3,Good phone i liked it
10774,1,Very disappointing camera
10775,5,Value for Money keep it up Good things Team Redmi
10776,5,Nice great.
10777,5,Nice One
10778,4,Best in this Segment...
10779,2,Last one week I used this mobile camera quality is very poor. Can't zoom the image.
10780,4,Good...
10781,5,Super condition
10782,5,Awesome
10783,4,Good
10784,4,Super
10785,5,"Good battery backup, good sound, good display, good performance, good camera."
10786,5,Phone is decent..... Camera is good.... Display is awesome.. Overall a good phone
10787,5,Super
10788,1,Not working this phone Not rettun accepted in flipkart Cheating customers in flipkart
10789,5,Worth for price
10790,5,Waste of money
10791,5,Nice phone
10792,3,Overall smartphone is very good but there is a lag and crack in microphone at other end while calling.i don't know if this happening with me or everyone.
10793,3,Nice
10794,4,Nice
10795,4,Quiet a good model in medium budget.
10796,4,Nice
10797,4,Display not. Worth important software
10798,3,Good with Manet
10799,5,Good
10800,3,Worth for the money
10801,4,Good sound good battery backup
10802,5,Value for money
10803,4,Good
10804,5,Phone is Very good
10805,5,Nice👍
10806,5,Very good👍👍👍
10807,5,Very nice 👌👌👌
10808,5,Veey nice phone in this budget.
10809,4,Good features.. But goes slows when we switch over multiple tasks quickly. Battery is very good.. Stays for two days depends on use. Color is really cool. I took fiery red. Camera is also giving amazing results
10810,5,"Thank for this product, this product is very impressive😍"
10811,5,Value for money .... 👍
10812,4,Good
10813,5,Good
10814,4,Best
10815,5,Nice phone
10816,5,Good product 👌
10817,2,Camara not ok
10818,5,Nice
10819,5,Awesome phone and nice way to deliver easily by Flipkart….
10820,4,Good battery and profmance is ok
10821,5,"Best of best I Dont care about camera rating in review ,camera is cool"
10822,5,Nice camera
10823,5,It is okay. All the best
10824,5,Value for money
10825,5,Nice mobile
10826,4,Overall gud
10827,2,Bad phone
10828,5,Worth
10829,3,Super nice
10830,5,Mobile glass problem
10831,5,It is just amazing at this price range
10832,4,Ok for simple use
10833,5,Value for money
10834,4,Super
10835,1,Not worth of money
10836,4,Very good👍
10837,4,Nice phone
10838,4,OK
10839,5,V good
10840,5,Cheap and best mobile
10841,2,Camera not so good
10842,5,Great phone 📱
10843,4,Nice
10844,3,After update camera quality goes down. It's battery drains like 4000. Some times software errors also.
10845,2,Touch isn’t working at middle of the screen
10846,5,Very good phone 📱
10847,5,everything is very good in this phone i love it and camera is super thanxx flipkart
10848,5,Nice in 11000 rs
10849,5,Awesome but fronT camera is not good
10850,2,Non valuable products
10851,5,In this price good mobile
10852,4,Good 👍👍👍👍👍
10853,3,Good
10854,2,Hanging n very slow work
10855,4,Good
10856,4,Nice
10857,5,Good
10858,5,Good
10859,4,Nice phone
10860,5,Very nice
10861,4,Good
10862,3,Mobile had call recording option but there is no option to open recorded files. Performance is ok Bettery performance is good Overall mobile was ok
10863,4,It's good product
10864,5,Good product
10865,5,Nice 👌
10866,4,Good
10867,5,Beautiful set.
10868,5,I like this product
10869,5,Very nice product
10870,5,Nice
10871,5,"Nice product for me... My 1st mobile brand, so again iwill buy this mobile 😊"
10872,5,Good
10873,4,Superb
10874,5,It is sooooo nice but some times it may lage but alll other is occum battery bacup is sooo nice you can purchase this and there are many application of features in addsthinal seetings sooooooo nice I like product many many many features are there
10875,5,Jst nice and wonderful
10876,4,Good one
10877,3,It's an average phone...Camera is worst among redmi series.
10878,4,Value for 💸💰
10879,5,Nice one thks flipkart
10880,3,Over all build quality is bedt But camera not performing like 48mp. No lag If you camera lover don't buy go for another option
10881,4,It's good
10882,5,Nice product
10883,4,Very good mobile
10884,4,good camera and quality
10885,1,Not satisfied
10886,4,Excellent phone in 11k bt camera is just not gd
10887,5,Very nice
10888,5,Very nice
10889,4,Superb
10890,5,Good in this budget.
10891,4,Battery and camra is good
10892,4,Good product optimization essue like tepical mi phone
10893,4,Nice phone
10894,4,Nice product
10895,5,Nice
10896,5,Love this phone
10897,5,Good products
10898,5,Veri good
10899,5,Ok
10900,5,awesome product
10901,5,Very nice phone.
10902,1,Nice product
10903,4,Nice and budget friendly phon 🥰🥰🥰
10904,5,Absolutely incredible phone I have ever seen.
10905,5,Nice
10906,5,Very nice mobile
10907,1,"Wifi complaint, all my other mobiles having full range when kept near router, and this one is only showing half range, bad one 🤕🤕"
10908,5,Best items
10909,3,Ok
10910,5,Good
10911,3,Overall good. Camera is not 48 Mp
10912,4,It's good product for normal use
10913,4,Nice
10914,5,Good
10915,5,Love it's
10916,5,Ok
10917,5,Good performance but camera not satisfied
10918,5,Very fantastic handset by Redmi.
10919,5,Very good mobile for all person
10920,5,Nice products
10921,2,Camera Quality Bad
10922,5,Very Nice Phone
10923,4,Good? ???
10924,5,Nice
10925,5,Just ok
10926,5,Good
10927,3,Good
10928,3,Camera cannot focus near object
10929,5,Good product
10930,5,Good
10931,5,Excellent phone
10932,2,Battery problm
10933,5,Super
10934,5,Best value for product
10935,5,Happy
10936,4,It's look is better.it is nice product in value.
10937,5,A good device for normal using. And a best device for daily using.  I like it
10938,5,Complete satisfaction
10939,5,Super
10940,4,"Really nice phone ,battery backup is very good Overall nice phone this Sighment"
10941,2,Bad products
10942,1,Speaker is damage
10943,5,Nice mobile.. Battery backup is too good.
10944,5,Perfect
10945,3,Nice product
10946,4,Value for money phone Delivery is not fast as I want
10947,5,Most practical phone ever
10948,4,Good Quality and worthable price super performance phone
10949,4,Nice phone in this range...little lags and the battery isn't that great...
10950,5,Pathetic phone
10951,4,Good product
10952,5,Good phone in less price
10953,5,I love the phone
10954,5,Good.
10955,3,Good
10956,5,Excellent product
10957,4,Very good product. Worth for money.
10958,5,Good phone in this price
10959,5,Nice 📷
10960,4,"In the price range of 11k it is much better product. Processor is good, screen is good but you have to compromise little bit in camera quality. If you are looking for normal usage then go fir this."
10961,5,Value for money
10962,3,Overtly good 📱
10963,4,Nice
10964,5,Very good
10965,5,Nyc
10966,5,Nice Phone
10967,5,Good
10968,4,Cost is best
10969,5,"Good deal. Liked it.I bought it to my office colleague,he liked it very much."
10970,5,Good
10971,5,I really surprised of this phone
10972,3,It is good at this price everything is ok accept camera. In the light picture are good but at low light picture quality is very poor.
10973,3,satisfactory
10974,5,Good product
10975,5,Best in the price range. No issues yet.
10976,4,Good
10977,4,Average
10978,5,Nice
10979,4,Good product
10980,5,Nice one
10981,3,Good product
10982,5,Nice prodect
10983,5,Ok
10984,4,Good
10985,4,Very nice product I like it. Very much. Thanks to flipcart.
10986,4,Good product
10987,4,Nice
10988,5,"If you are looking for a decent phone with long battery, good display quality, and average performing phone then go with it.  Some features which I liked in this phone  1). Display is indeed a big thing in this phone I liked. Especially the corning gorilla glass.  2). It has a good sound quality  3). Decent camera.  4). Battery back up is ok ok  note:- using it from May 2021."
10989,4,Excellent 👌
10990,4,Good
10991,5,Best on that price
10992,5,good
10993,5,Very good phone
10994,5,Such a nice product budget phone nice display
10995,4,go for it
10996,4,Good
10997,5,Good
10998,4,Just oky
10999,5,Nice
11000,5,Superb
11001,3,"Gaming not prefer for over lahing issue , mi skin heavy bloadbare"
11002,3,"Sound,battery,display was good but really disappointed with the camera.."
11003,5,Nycc phone
11004,3,Good product for the price
11005,5,Nice
11006,5,Good
11007,4,Everything is good value for money
11008,5,Battery camera and mobile phone is very good
11009,4,Front camera is ok . It must be atleast 13 MP. Battery performance is nice . One time charged can be used for whole day.
11010,4,Good smart phone
11011,1,I got wrong profuct
11012,5,Good
11013,5,Good
11014,4,Nc X.
11015,5,Good product
11016,5,In this price phone is best
11017,4,Good product.. value for money...
11018,5,I loved this mobile.every thing is ok.good camera quality.super sound quality.over all good performance.but little bit heating issue while charging and over using.but good mobile.i loved it.
11019,5,Good
11020,4,Nice
11021,5,Wow... I love this mobile. Thanku Flipkart
11022,5,Good
11023,1,Battery is not properly working bad product and bed experience
11024,5,Good
11025,2,This Phone is not perfectly working....
11026,4,Nice working budget deal
11027,5,Absolutely buy Love it Amazing battery life Camera 📷 is good Proccer is also good Buy it
11028,4,Product is good but price high
11029,5,Excellent 👌
11030,5,Awesome 👌
11031,5,Amazing phone in this range
11032,5,Very good mobile
11033,5,Nice product
11034,5,Totally better phone in this price range.
11035,5,Good
11036,4,Very good mobile
11037,5,All are good...but camera little bit down.
11038,3,Ok type
11039,5,Wonderful and amazing
11040,5,Excellent
11041,5,Superb
11042,4,Overall product is good but front camera work averge
11043,4,Good
11044,4,Very good product
11045,3,All the features of the mobile is working good and worth of money...but price must be under 10k
11046,3,Overall is good ❤️  Good performance  Good battery life  Not bad camera quality  Best charging time  value for money
11047,5,After using one month writing this. Performance and display is good. Battery not up to the mark. As it is drying without using. Need to charge once in a day per my notice. Overall very good for this price. Thank You
11048,5,Good
11049,4,Good Design and nice product
11050,5,Nice mobile
11051,2,Must have change the call.recording i have to much facing issue in call.recording
11052,2,No first charging and no good battary backup... The product is so so.
11053,5,Average mobile @ money
11054,3,Good
11055,4,Good product. Thanks to flipkart.
11056,3,Battery - 5/5  Sound Quality - 4/5  Performance / Speed - 4/5 (Not Based on Gaming)  Display - 3/5  Build Quality - 3/5  Looks - 3/5  Value for Money - 3/5  Camera - 2/5 (No Results like 48MP)  Redmi Quality and Value for Money is only upto Redmi Note 7 Pro Model  Appreciating Flipkart Support on providing replacement.
11057,5,Good mobile at this price
11058,5,Nyc
11059,2,Camera quality of this mobile is very poor comparison to any phone at this range.FULLY DISAPPOINTED WITH CAMERA QUALITY
11060,4,Liked
11061,4,Good one..
11062,4,Nice product
11063,5,Very good
11064,3,Performance very bad and front camera
11065,5,Nice
11066,5,Nice
11067,3,Nice
11068,3,good product by redmi
11069,5,Nice
11070,5,Good phone
11071,5,Ok
11072,5,Nice
11073,5,Good product 👍
11074,4,Satisfied
11075,5,I love❤
11076,5,Super 💗
11077,5,Nice
11078,5,Good mobile
11079,4,No bad
11080,5,Super Excellent 👌
11081,5,Nice phn... Nd valuable for money..... Not bad product.....
11082,5,Good product.... recommend to buy it
11083,5,Nice product and nice packing
11084,4,Useful one
11085,4,Nice
11086,5,Excellent
11087,5,Nice👍👍👍👍good phone nice camera battery is Very good but 🔋⚡ is slow
11088,3,Display bratnes bad
11089,5,Very good excellent
11090,5,I am very very loveitd
11091,5,Awesome nice mobile
11092,5,Vary good product at this price
11093,2,Not bad
11094,1,Worst mobile. Dont buy it. It heats frequently.
11095,5,Worth for money
11096,5,Good product
11097,5,Nice product at this price.
11098,2,Phone is fine not too good not too bad. Xiaomi needs to work on camera..
11099,3,Good👍
11100,5,good product
11101,5,Great
11102,5,Good
11103,5,It is good. Battery backup is ok Camera is ok All is just ok in this range
11104,3,Over all good product
11105,5,"Excellent phone in budget price. Got it for 12 k and after exchange net was 8 k. Really worth buy.  Battery backup is excellent and top notch Even after daily calls ( sales job) , it would be around 40% when i reach home at arnd 6 -7 pm"
11106,5,"Happy with flipkart , nice phone"
11107,4,Ok
11108,2,Battery does not Better performance
11109,4,"I've gifted it to my sister and she's really happy with the display quality, call quality. Don't have any idea regarding gaming. It's an overall great phone for general use. Cameras are not that great, clicks oily pictures in low light conditions. Decent in well lit environment. You've to disable some apps or else you'll be getting unwanted notifications."
11110,5,Value for money
11111,5,Very Nice Phone Charger quick charge phone but camera looks average
11112,4,Good product
11113,5,Very good
11114,5,Overall good except camera but in this range I am happy to buy redmi 9 power
11115,5,Ok
11116,5,Flipkart ferfect ok
11117,5,Superb product ...worth of money
11118,5,I love it
11119,5,Good phone
11120,5,Value for money
11121,4,nice but camera quality is not up to the mark.
11122,5,"Superb in this budget. It has 48mp camera,no company is giving on this budget"
11123,4,Good Phone
11124,3,Good but camera is average only
11125,1,Lost money. In flip kart product
11126,4,Excellent performance
11127,5,Good quality and battery backup also good. Loved it
11128,5,Perfect items so value for money
11129,4,Good
11130,5,All good bt the camera is not good like my other phone oppo.
11131,1,Very bad
11132,4,Okay
11133,4,Just wow....
11134,5,Awesome...I am happy
11135,5,Good
11136,5,This is a very good phone and very good camera I like it
11137,4,Very nice product
11138,3,Not bad
11139,4,Good
11140,5,Good
11141,5,Very good mobile...worth for money
11142,3,Camera and sound quality is not good
11143,5,Very Nice mobile with competitive features.
11144,4,Good prodeuct
11145,4,Very good
11146,4,Sound quality is low
11147,4,Except camera I like everything. Front camera is very poor
11148,5,Nice phone value of money
11149,1,Display not work properly
11150,5,Super mobile
11151,3,Ok..... Ok....
11152,2,Not liked mobile
11153,4,Super best product
11154,4,Good phone.
11155,5,Product is very good
11156,5,Super👌
11157,5,Nice phone
11158,5,Good
11159,4,Good but not very good
11160,5,Super budget .. mobile and performance.and cemara.well
11161,3,While charging &while using video calls it's getting heating..
11162,5,Supreme
11163,5,good but charging takes long time
11164,5,Good modil
11165,5,"Nice phone for this price segment Camera rare is good but selfie camera is slightly bad , battery display quality good Looking very pretty"
11166,2,"The most disappointing feature is it's camera quality bot front and rear. It is very cheap even 2MP clicks better pics. It applies beauty filter automatically and even u disable it, the photo quality remain as it is.  No call recording feature despite updating to MIUI12  Battery and performance is good. Battery last around 48 hrs if u r not a very heavy user."
11167,5,Powerfull product love it.
11168,5,Good
11169,5,Good performance and good budget pack
11170,5,Good product
11171,5,Best mobile phone
11172,5,Nice phone
11173,3,Average
11174,5,Good
11175,5,Better mobile
11176,4,Nice phone
11177,3,Good luck
11178,5,Good product
11179,5,Very very good
11180,5,Nice product
11181,5,It's really nice phone. I never thought that I will get a wonderful phone in this rate.
11182,4,All is ok
11183,5,A complete package for nominal price.
11184,5,Nice mobile I'm happy this nodal
11185,1,Hang problem... Bad product
11186,5,Best ever mobile
11187,1,"Bakbass phone , mike is not working and pic quality very low.. Nvr buy"
11188,4,Your product so smooth
11189,2,Valueless
11190,5,Flop
11191,4,Good one
11192,5,Overroll mobile nice
11193,5,Value for money 😍
11194,4,Nice
11195,5,Best
11196,4,Good
11197,5,Good
11198,5,Good product
11199,5,Excellent
11200,5,"This phone awesome, value for money. Just one con, screen protector not comes in the box. One has to get it fitted from mobile shops.  Otherwise this phone gets 4.9 stars out of 5."
11201,4,Nice phone
11202,5,Wow
11203,4,Good product
11204,5,Very good
11205,5,Wonder
11206,1,Bad
11207,5,Good
11208,5,I love this product thanks 😍😍 flipkart
11209,4,Amazing products
11210,5,Good
11211,5,Simple and powerful
11212,1,Camera quality very bad...
11213,5,Ok
11214,4,Ok
11215,3,Good
11216,5,good
11217,5,Very very excellent
11218,5,Best phone
11219,5,Nice product
11220,5,This phone is very nice. Good batery backup and performance. I like it.
11221,4,"Fabulous phone Battery backup good, sound is loude.,display touch good frofamace, camera good"
11222,4,It's grt
11223,5,Best mobile in this price rang...
11224,5,Lovely photo
11225,3,Bad mobile
11226,3,Sometimes it's getting hot even the mobile kept idle and no background apps are running
11227,4,Nice
11228,5,Good phone in this price
11229,5,Great product by redmi
11230,5,Good ptoduct
11231,5,Nice and light weight
11232,5,Amazing
11233,4,Love it ❤
11234,4,Bater
11235,5,very good
11236,4,Good
11237,5,Superb quality..
11238,5,Great mobile
11239,5,Best
11240,5,Good
11241,4,Phone is very good .but selfi camera is getting yellow shade. Face is appearing yellow while talking i. Video calling. Pics
11242,3,Phone is good
11243,5,Super
11244,5,Super
11245,5,After 10 Days using I am giving reply. It is a very good product. Best budget phone..
11246,5,Super phone
11247,4,Nice product in this budget.. Camera output is okay. Size also bigger..
11248,3,Nice
11249,4,Good product
11250,4,Good mobile
11251,3,It's ok
11252,5,Ok
11253,4,Good
11254,5,Ok
11255,5,Ok
11256,5,Super
11257,5,Ok
11258,4,This fon is best for use and also nice in this price
11259,5,Proximity sensor not working
11260,4,Nice
11261,5,Fabulous phone
11262,5,"I Like It,"
11263,5,Nice phone worth for my money good performance
11264,5,Nice phone I'm happy
11265,1,I just bought it for my mother and after just 5-6 days of use the display is not working. It's just the black screen which appears. We cannot see any incoming calls or we cannot put the password and unlock the mobile because the screen display is not at all working.
11266,5,Superb smartphones
11267,4,Good product below 10K.
11268,5,great set
11269,1,"Worst phone I had ever bought, even it's bluetooth doesn't works properly.. Camera is like a cheap china quality. Worst bluetooth"
11270,5,Wow!!! Amazing power products by mi Selfie camera should be better. But back camera is good. Grat work by mi. 🥰🥰🥰
11271,5,Amazing
11272,5,Best phone under price range.
11273,5,Good product for value of money
11274,5,very good mobile
11275,5,Best budget mobile phone
11276,5,Suprb mobile by mi thank you so much mi Redmi 9 power have powerful performance compared to other mobiles on this budget soo please go ahead and take this mobilee....
11277,4,Gud value product under 12 k
11278,5,Nice Phone
11279,5,Good
11280,4,Good product
11281,5,Nice
11282,5,Good
11283,5,Very good delivery by flipkart
11284,3,Camera quality not good....
11285,4,Very good product
11286,4,Excellent
11287,4,Good
11288,5,Awesome
11289,5,Awesome
11290,4,Nice and lovely phone.
11291,2,Battery performance not good
11292,4,"Looking good Nice performance,,, Battery capacity awesome economical price..."
11293,5,Fantastic
11294,5,Perfect
11295,5,Budget mobile
11296,4,Sound of this mobile set is excellent
11297,4,I thought redmi will be bad but this phone changed my mindset it's phenomenally awesome.... *Gud big display *Huge battery *awesome camera *quick charging  One word it's worth the money
11298,5,Best product
11299,4,Superb phone
11300,3,Very poor quality camera...
11301,3,Average phone
11302,5,Good product value of money
11303,3,Camra is not good. All Parfomas good
11304,2,Average
11305,4,Super phone
11306,1,Bad product
11307,4,Good
11308,1,"The Camera is of very bad quality. The specification says its having a 48 MP camera, the picture quality is very poor when compared to other phones of the same specs. The pictures taken with rear camera is blurry, the edges are not sharp. Even though the photo is taken with proper backlight, the picture taken from camera looks dark. When it comes to front camera, the photo is full of white light, the original colour of the object is not captured correctly.  While purchasing, it was given in F..."
11309,4,Nice phone
11310,5,Nice
11311,5,Very lovely value for money
11312,5,Best in red color
11313,4,Fantastic
11314,4,Nice mobile in this range
